plot_id,case_id,question,expected_type,expected_answer,condition,round_id,llm_name,temperature,effective_temperature,max_output_tokens,effective_max_output_tokens,reasoning_effort,effective_reasoning_effort,usage_input_tokens,usage_input_cached_tokens,usage_output_tokens,usage_reasoning_tokens,usage_total_tokens,crop_tool_available,crop_tool_call_count,llm_answer,llm_answer_is_correct,response_id,response_status,latency_ms,error
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,4,gpt-5.4-mini,0.2,,128,256,low,low,33950,33280,268,252,34218,false,0,10,false,resp_0e0db42f6e676f8a0169c6be7e64f8819daf11cb4ed897d6e0,completed,6502.94,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,4,gpt-5.4-mini,0.2,,128,256,low,low,34288,16896,241,225,34529,true,0,8,false,resp_0f4be1a7ff442d360169c6be7bcfec81a095a0eaa9ac2779b4,completed,3536.79,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,5,gpt-4.1,0.2,0.2,128,128,low,default,17104,17024,6,0,17110,false,0,7,false,resp_00d307bf6af4ea7f0169c6be7b24a88194a787af0fbb39e746,completed,1576.25,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,5,gpt-4.1,0.2,0.2,128,128,low,default,17265,17152,12,0,17277,true,0,8,false,resp_052eb992c7e86f2f0169c6be7b499481a3a8749ef9672279ab,completed,1272.6,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,5,gpt-5.4-mini,0.2,,128,256,low,low,33950,33280,384,384,34334,false,0,,,resp_0c25014fc2c5e3cb0169c6be7d620c81958d257b18f37d368a,incomplete,4009.03,"Response did not contain output_text. status=incomplete, incomplete_details={""reason"": ""max_output_tokens""}, output_types=['reasoning']"
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,5,gpt-5.4-mini,0.2,,128,256,low,low,51751,50688,506,466,52257,true,1,,,resp_09941d2fa5cfe8e30169c6be7ee0e8819c8fe1cf00d0d86723,incomplete,5501.05,"Response did not contain output_text. status=incomplete, incomplete_details={""reason"": ""max_output_tokens""}, output_types=['reasoning']"
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,6,gpt-4.1,0.2,0.2,128,128,low,default,17104,17024,6,0,17110,false,0,7,false,resp_003a8263a04c494c0169c6be7c8380819f98c9c7883fe9a855,completed,1375.52,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,6,gpt-4.1,0.2,0.2,128,128,low,default,17265,17152,12,0,17277,true,0,10,false,resp_08321b385aeeec600169c6be7cb55c81a3bb17c0e44c63fe76,completed,1144.78,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,6,gpt-5.4-mini,0.2,,128,256,low,low,33950,33280,265,249,34215,false,0,10,false,resp_0a237c745270b8400169c6be7ed210819f9da6fb7282f23a6f,completed,4051.04,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,6,gpt-5.4-mini,0.2,,128,256,low,low,34288,33792,384,384,34672,true,0,,,resp_0f182a13b210dc280169c6be7f3b1c819486a3c5cc3b2022b0,incomplete,3998.22,"Response did not contain output_text. status=incomplete, incomplete_details={""reason"": ""max_output_tokens""}, output_types=['reasoning']"
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,7,gpt-4.1,0.2,0.2,128,128,low,default,17104,17024,6,0,17110,false,0,7,false,resp_070bc4a3c71e25a00169c6be7dde2481929529fcaec870d4d7,completed,1275.75,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,7,gpt-4.1,0.2,0.2,128,128,low,default,17265,17152,12,0,17277,true,0,10,false,resp_0d886b5aa3b824230169c6be7de60881a298a44ca68dcbaccf,completed,3410.73,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,7,gpt-5.4-mini,0.2,,128,256,low,low,33950,33280,384,384,34334,false,0,,,resp_03779e0f4d137c080169c6be80b31c819f87d7e1f420a0d9f6,incomplete,3900.48,"Response did not contain output_text. status=incomplete, incomplete_details={""reason"": ""max_output_tokens""}, output_types=['reasoning']"
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,7,gpt-5.4-mini,0.2,,128,256,low,low,34288,33792,384,384,34672,true,0,,,resp_03ac1c3a649370ae0169c6be815c38819d8205ffb68ad034b4,incomplete,4010.75,"Response did not contain output_text. status=incomplete, incomplete_details={""reason"": ""max_output_tokens""}, output_types=['reasoning']"
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,8,gpt-4.1,0.2,0.2,128,128,low,default,17104,17024,6,0,17110,false,0,7,false,resp_0e6f223d0f9557680169c6be80a49c81a3a5e6e723cf0a4e31,completed,1188.58,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,8,gpt-4.1,0.2,0.2,128,128,low,default,17265,0,12,0,17277,true,0,8,false,resp_012252f7a8a5b36b0169c6be80bba081968f96873bd7a779b4,completed,2202.63,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,8,gpt-5.4-mini,0.2,,128,256,low,low,33950,33280,340,324,34290,false,0,10,false,resp_0ff966a3afd091a10169c6be823260819cb04494825c5b1015,completed,4052.56,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,8,gpt-5.4-mini,0.2,,128,256,low,low,34288,33792,384,384,34672,true,0,,,resp_080f257476af79160169c6be82e42881948781c564cdf69385,incomplete,4367.13,"Response did not contain output_text. status=incomplete, incomplete_details={""reason"": ""max_output_tokens""}, output_types=['reasoning']"
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,9,gpt-4.1,0.2,0.2,128,128,low,default,17104,17024,6,0,17110,false,0,7,false,resp_0b964c634d1338220169c6be818e4481a0ba0a3c4f023208d4,completed,1132.87,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,9,gpt-4.1,0.2,0.2,128,128,low,default,17265,17152,12,0,17277,true,0,8,false,resp_0bd27167de89c2050169c6be81cd3c8194a2acc3a314a16ddc,completed,1530.59,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,9,gpt-5.4-mini,0.2,,128,256,low,low,33950,33280,323,307,34273,false,0,10,false,resp_065a3c200c5ba8f80169c6be835008819cb5f146bbf2c114d4,completed,3722.16,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,9,gpt-5.4-mini,0.2,,128,256,low,low,34288,33792,384,384,34672,true,0,,,resp_085ca49a75d6192a0169c6be8408d8819d84706e0448bc1cd4,incomplete,4217.1,"Response did not contain output_text. status=incomplete, incomplete_details={""reason"": ""max_output_tokens""}, output_types=['reasoning']"
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,10,gpt-4.1,0.2,0.2,128,128,low,default,17104,17024,6,0,17110,false,0,7,false,resp_04907603481abd590169c6be82e7bc819ea5180862fa8aa94c,completed,1268.66,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,10,gpt-4.1,0.2,0.2,128,128,low,default,17265,17152,12,0,17277,true,0,7,false,resp_032aa1be64b918210169c6be83027c819397de6d370807355c,completed,1449.66,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,10,gpt-5.4-mini,0.2,,128,256,low,low,33950,33280,384,384,34334,false,0,,,resp_0ad56391d340fc110169c6be84c9748196a19860c30d3708e3,incomplete,3866.81,"Response did not contain output_text. status=incomplete, incomplete_details={""reason"": ""max_output_tokens""}, output_types=['reasoning']"
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,10,gpt-5.4-mini,0.2,,128,256,low,low,34288,33792,324,308,34612,true,0,10,false,resp_0d9f71701b8d4ba20169c6be85437081928e45d6574eb61237,completed,3758.61,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,11,gpt-4.1,0.2,0.2,128,128,low,default,17104,17024,6,0,17110,false,0,7,false,resp_0823c2c4e2b670c20169c6be842c148190813fee8090a83be9,completed,1435.88,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,11,gpt-4.1,0.2,0.2,128,128,low,default,17265,17152,12,0,17277,true,0,10,false,resp_0efb50b3144665680169c6be848e088197bbbbbad831959216,completed,1531.51,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,11,gpt-5.4-mini,0.2,,128,256,low,low,33950,33280,384,384,34334,false,0,,,resp_0eeb6446d8697bb90169c6be885b04819fa6abf43865afc652,incomplete,5965.53,"Response did not contain output_text. status=incomplete, incomplete_details={""reason"": ""max_output_tokens""}, output_types=['reasoning']"
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,11,gpt-5.4-mini,0.2,,128,256,low,low,34288,33792,345,329,34633,true,0,10,false,resp_059dc008872e38a10169c6be86dc2c81a28d295e5f04b7983f,completed,3895.08,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,12,gpt-4.1,0.2,0.2,128,128,low,default,17104,17024,6,0,17110,false,0,7,false,resp_05ede02247b6d66b0169c6be85932881928a2551e5497281cc,completed,1123.03,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,12,gpt-4.1,0.2,0.2,128,128,low,default,17265,17152,12,0,17277,true,0,10,false,resp_040b315292ca74750169c6be85c24881909e67079c56773ceb,completed,1497.58,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,12,gpt-5.4-mini,0.2,,128,256,low,low,33950,33280,384,384,34334,false,0,,,resp_070d40f08a2b41620169c6be8bb91c81a09ce396bc83278e33,incomplete,8414.16,"Response did not contain output_text. status=incomplete, incomplete_details={""reason"": ""max_output_tokens""}, output_types=['reasoning']"
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,12,gpt-5.4-mini,0.2,,128,256,low,low,34288,33792,372,356,34660,true,0,9,false,resp_033b43a4d89653750169c6be8b9f508193baaed5f534f77462,completed,7729.3,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,13,gpt-4.1,0.2,0.2,128,128,low,default,17104,17024,6,0,17110,false,0,7,false,resp_06af847b9dc3f9750169c6be86ef2c819d9b4c4454197d2b9a,completed,1196.33,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,13,gpt-4.1,0.2,0.2,128,128,low,default,17265,17152,12,0,17277,true,0,10,false,resp_07cf002870125bd40169c6be872f2081a3a38fc85f60d1b6e1,completed,8145.76,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,13,gpt-5.4-mini,0.2,,128,256,low,low,33950,33280,299,283,34249,false,0,10,false,resp_0d69279b94ee2c450169c6be88d91481a2b51395fef3db61b1,completed,4047.18,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,13,gpt-5.4-mini,0.2,,128,256,low,low,34288,33792,360,344,34648,true,0,10,false,resp_0d3cf416d0ca22600169c6be891f208193a27e27b753da13b8,completed,4360.47,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,14,gpt-4.1,0.2,0.2,128,128,low,default,17104,17024,6,0,17110,false,0,7,false,resp_0144a9d8aea38bca0169c6be8822e08196af859a795d262eca,completed,1195.76,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,14,gpt-4.1,0.2,0.2,128,128,low,default,17265,17152,12,0,17277,true,0,7,false,resp_034f7c6f48591bfa0169c6be89575c8190b426cec46d1a1422,completed,1518.91,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,14,gpt-5.4-mini,0.2,,128,256,low,low,33950,33280,384,384,34334,false,0,,,resp_09887c0523b13c0d0169c6be8b0f6081929de062d482793eb3,incomplete,3812.84,"Response did not contain output_text. status=incomplete, incomplete_details={""reason"": ""max_output_tokens""}, output_types=['reasoning']"
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,14,gpt-5.4-mini,0.2,,128,256,low,low,34288,32768,384,384,34672,true,0,,,resp_01cb1db1af96d76a0169c6be8c4a1081928bc8bf9f475623f5,incomplete,3837.74,"Response did not contain output_text. status=incomplete, incomplete_details={""reason"": ""max_output_tokens""}, output_types=['reasoning']"
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,15,gpt-4.1,0.2,0.2,128,128,low,default,17104,17024,6,0,17110,false,0,7,false,resp_04141231b5aec3e20169c6be8ae55881a381c3c702bafeb613,completed,1636.72,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,15,gpt-4.1,0.2,0.2,128,128,low,default,17265,17152,12,0,17277,true,0,10,false,resp_0d7c325a9784200d0169c6be8b39c8819d9c76b9f82a732dbe,completed,4109.86,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,15,gpt-5.4-mini,0.2,,128,256,low,low,33950,33280,272,256,34222,false,0,8,false,resp_0a3af89fcc04f74b0169c6be8d70b48194abede86a8c5b094d,completed,3515.82,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,15,gpt-5.4-mini,0.2,,128,128,low,low,17144,16896,119,103,17263,true,0,8,false,resp_086633cbeae806f70169c6be8c7da08194af2902d616d84596,completed,2003.95,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,16,gpt-4.1,0.2,0.2,128,128,low,default,17104,17024,6,0,17110,false,0,7,false,resp_0d0eb5acf3bf27630169c6be8d6b2c8192b09837a809024b13,completed,1302.05,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,16,gpt-4.1,0.2,0.2,128,128,low,default,17265,17152,12,0,17277,true,0,8,false,resp_00fecf413d51cda80169c6be8ea63081979518dc873dc1b712,completed,1534.9,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,16,gpt-5.4-mini,0.2,,128,256,low,low,33950,33280,384,384,34334,false,0,,,resp_0b0c0bbd8aa7db4a0169c6be900754819da0c3e39ca4de6843,incomplete,4143.23,"Response did not contain output_text. status=incomplete, incomplete_details={""reason"": ""max_output_tokens""}, output_types=['reasoning']"
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,16,gpt-5.4-mini,0.2,,128,256,low,low,34288,33792,360,344,34648,true,0,10,false,resp_05b4e79c1723969f0169c6be9012208197a88441dffcff95df,completed,4192.45,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,17,gpt-4.1,0.2,0.2,128,128,low,default,17104,17024,6,0,17110,false,0,7,false,resp_0de9be326c22b8e80169c6be8ec50881a1b19196df8640a16d,completed,1321.85,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,17,gpt-4.1,0.2,0.2,128,128,low,default,17265,17152,12,0,17277,true,0,10,false,resp_096aa27305c83fd50169c6be8ed974819e90a3a8594ff1a78f,completed,1690.2,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,17,gpt-5.4-mini,0.2,,128,128,low,low,0,0,0,0,0,false,0,,,,,631.24,HTTP 520: error code: 520
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,17,gpt-5.4-mini,0.2,,128,256,low,low,51730,49664,535,495,52265,true,1,,,resp_0b2fa70243503d8d0169c6be9275fc8193b7518489da5c9dce,incomplete,6183.11,"Response did not contain output_text. status=incomplete, incomplete_details={""reason"": ""max_output_tokens""}, output_types=['reasoning']"
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,18,gpt-4.1,0.2,0.2,128,128,low,default,17104,0,6,0,17110,false,0,7,false,resp_02a912b1589ec2280169c6be8f9708819593705fdefe54600c,completed,3038.72,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,18,gpt-4.1,0.2,0.2,128,128,low,default,17265,0,12,0,17277,true,0,8,false,resp_0ac7e38622652de40169c6be90182481909fdd3220cd6200fa,completed,3095.1,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,18,gpt-5.4-mini,0.2,,128,256,low,low,33950,33280,252,236,34202,false,0,10,false,resp_0c73570e679299b00169c6be917e8c81928960dae968c69c6d,completed,3772.93,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,18,gpt-5.4-mini,0.2,,128,256,low,low,34288,33792,320,304,34608,true,0,10,false,resp_019ab767ad41bfdc0169c6be91a0bc81a386fb0e35eb668fe7,completed,3913.22,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,19,gpt-4.1,0.2,0.2,128,128,low,default,17104,17024,6,0,17110,false,0,7,false,resp_0e830b525fbb70370169c6be91de80819cb6843cb2e8b0a787,completed,2705.62,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,19,gpt-4.1,0.2,0.2,128,128,low,default,17265,17152,12,0,17277,true,0,10,false,resp_097369cb7971b3c30169c6be92861881a1a2adc213995bd7d8,completed,2632.35,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,19,gpt-5.4-mini,0.2,,128,256,low,low,33950,33280,384,384,34334,false,0,,,resp_0baf896bd976166e0169c6be940b0881968ab543ba3ad4fad1,incomplete,3995.61,"Response did not contain output_text. status=incomplete, incomplete_details={""reason"": ""max_output_tokens""}, output_types=['reasoning']"
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,19,gpt-5.4-mini,0.2,,128,256,low,low,51719,50688,496,456,52215,true,1,,,resp_085cc501bbf9c12b0169c6be9586108191a7d31255988ef6e7,incomplete,5389.06,"Response did not contain output_text. status=incomplete, incomplete_details={""reason"": ""max_output_tokens""}, output_types=['reasoning']"
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,20,gpt-4.1,0.2,0.2,128,128,low,default,17104,17024,6,0,17110,false,0,7,false,resp_0b1d1b3754c34a160169c6be93148481a0b55867d0cbd664ba,completed,1314.26,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,20,gpt-4.1,0.2,0.2,128,128,low,default,17265,17152,12,0,17277,true,0,8,false,resp_044bbdec9d6798710169c6be9345c481959f4cdd69af7d5def,completed,1520.04,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,20,gpt-5.4-mini,0.2,,128,256,low,low,33950,33280,384,384,34334,false,0,,,resp_0b6f5e591a2ba7fa0169c6be95fa488193aab5cbd66285158a,incomplete,4507.21,"Response did not contain output_text. status=incomplete, incomplete_details={""reason"": ""max_output_tokens""}, output_types=['reasoning']"
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,20,gpt-5.4-mini,0.2,,128,256,low,low,34288,33792,384,384,34672,true,0,,,resp_0e39927ca51e47b10169c6be956da0819683a627e31da33331,incomplete,3926.16,"Response did not contain output_text. status=incomplete, incomplete_details={""reason"": ""max_output_tokens""}, output_types=['reasoning']"
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_processed_spec,1,gpt-4.1,0.2,0.2,128,128,low,default,1537,0,6,0,1543,false,0,11,true,resp_03e3ae2749e275ae0169c6be9456b0819499580fd8fa873263,completed,1325.14,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_processed_spec,1,gpt-4.1,0.2,0.2,128,128,low,default,1698,0,12,0,1710,true,0,11,true,resp_0724a296b60e3e090169c6be9490b0819eb9c3e110d88badcc,completed,1251.28,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_processed_spec,1,gpt-5.4-mini,0.2,,128,256,low,low,2816,0,384,384,3200,false,0,,,resp_00085a2cc5c780ea0169c6be9674c08196a001c0643675b934,incomplete,3669.9,"Response did not contain output_text. status=incomplete, incomplete_details={""reason"": ""max_output_tokens""}, output_types=['reasoning']"
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_processed_spec,1,gpt-5.4-mini,0.2,,128,256,low,low,3154,1024,303,287,3457,true,0,9,false,resp_08c4091bad3fb5590169c6be96d1cc81978f63efdfe012f3ad,completed,3395.39,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_processed_spec,2,gpt-4.1,0.2,0.2,128,128,low,default,1537,1408,6,0,1543,false,0,11,true,resp_035a2f14d873fa880169c6be95a1b88194a8cad0afb99dd092,completed,1014.0,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_processed_spec,2,gpt-4.1,0.2,0.2,128,128,low,default,1698,1536,12,0,1710,true,0,10,false,resp_044de06b56109b050169c6be95cd4c81938ec3863914c40321,completed,1051.28,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_processed_spec,2,gpt-5.4-mini,0.2,,128,256,low,low,2816,0,384,384,3200,false,0,,,resp_0fe93931e6c22a9b0169c6be9807d881959b386681220d3f78,incomplete,3864.01,"Response did not contain output_text. status=incomplete, incomplete_details={""reason"": ""max_output_tokens""}, output_types=['reasoning']"
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_processed_spec,2,gpt-5.4-mini,0.2,,128,256,low,low,3154,2048,353,337,3507,true,0,9,false,resp_0c3ab38043a8d8390169c6be97fc34819588bfde54ec02af94,completed,3603.4,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_processed_spec,3,gpt-4.1,0.2,0.2,128,128,low,default,1537,1408,6,0,1543,false,0,11,true,resp_0c3593a1d489c83a0169c6be96d410819cbe2b2488e99304f3,completed,1080.13,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_processed_spec,3,gpt-4.1,0.2,0.2,128,128,low,default,1698,1536,12,0,1710,true,0,11,true,resp_093eb48fc9a090cd0169c6be97c65c81978f1f2b7baf258754,completed,1170.85,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_processed_spec,3,gpt-5.4-mini,0.2,,128,256,low,low,2816,0,368,352,3184,false,0,9,false,resp_0de8b495e96ab1af0169c6be9959f4819e86189eb9875692b2,completed,3918.43,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_processed_spec,3,gpt-5.4-mini,0.2,,128,256,low,low,3154,2048,359,343,3513,true,0,9,false,resp_0e106f2392e16db80169c6be9936d0819094ee9feed672d328,completed,3639.9,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_processed_spec,4,gpt-4.1,0.2,0.2,128,128,low,default,1537,1408,6,0,1543,false,0,11,true,resp_0a753cda634631bf0169c6be983f68819390f35f2a25091edf,completed,1167.42,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_processed_spec,4,gpt-4.1,0.2,0.2,128,128,low,default,1698,1536,12,0,1710,true,0,11,true,resp_09736a8a2da757870169c6be9904f4819eb939db13d72885f5,completed,1479.13,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_processed_spec,4,gpt-5.4-mini,0.2,,128,256,low,low,2816,0,384,384,3200,false,0,,,resp_066ebdd797a38b750169c6be9a8dc88191a7d5a87a9692b3e5,incomplete,4221.45,"Response did not contain output_text. status=incomplete, incomplete_details={""reason"": ""max_output_tokens""}, output_types=['reasoning']"
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_processed_spec,4,gpt-5.4-mini,0.2,,128,256,low,low,3154,2048,384,384,3538,true,0,,,resp_012f7684ffec66ea0169c6be9a57988196a6df57ce7d43ec3f,incomplete,3972.92,"Response did not contain output_text. status=incomplete, incomplete_details={""reason"": ""max_output_tokens""}, output_types=['reasoning']"
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_processed_spec,5,gpt-4.1,0.2,0.2,128,128,low,default,1537,1408,6,0,1543,false,0,11,true,resp_0a5dbb2d952959440169c6be995ad4819798c39912880624cd,completed,1267.42,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_processed_spec,5,gpt-4.1,0.2,0.2,128,128,low,default,1698,1536,12,0,1710,true,0,11,true,resp_0b0942690a7f3e8a0169c6be9a3b3881a1a0472d0f0d19d2aa,completed,1121.77,
